"idorder","orderDate","priority_idpriority","customer_idcustomer"
"CA-2011-133305","2011-07-11","1","MH-17455"
"CA-2011-133354","2011-02-23","2","SA-20830"
"CA-2011-133592","2011-12-31","3","KM-16375"
"CA-2011-133690","2011-08-03","2","BS-11755"
"CA-2011-133704","2011-09-20","1","MA-17995"
"CA-2011-133753","2011-06-09","1","CW-11905"
"CA-2011-133809","2011-11-18","2","MS-17530"
"CA-2011-133830","2011-12-05","1","RL-19615"
"CA-2011-133963","2011-05-18","1","GA-14515"
"CA-2011-134061","2011-04-29","1","LL-16840"
"CA-2011-134103","2011-01-31","2","MV-18190"
"CA-2011-134215","2011-08-04","2","ML-17395"
"CA-2011-134313","2011-11-01","1","RA-19915"
"CA-2011-134551","2011-12-20","2","TS-21505"
"CA-2011-134572","2011-04-20","2","SV-20365"
"CA-2011-134621","2011-12-21","3","DP-13390"
"CA-2011-135090","2011-11-22","2","SP-20920"
"CA-2011-135405","2011-01-10","1","MS-17830"
"CA-2011-135608","2011-12-08","2","JK-15625"
"CA-2011-135657","2011-06-03","1","SC-20725"
"CA-2011-136336","2011-04-21","1","DB-13555"
"CA-2011-136399","2011-12-16","2","CC-12100"
"CA-2011-136567","2011-12-20","2","PS-19045"
"CA-2011-136644","2011-06-16","1","SC-20575"
"CA-2011-136742","2011-04-06","2","GP-14740"
"CA-2011-136861","2011-09-05","4","PR-18880"
"CA-2011-137092","2011-10-20","4","LS-16975"
"CA-2011-137274","2011-03-29","1","MG-18145"
"CA-2011-137589","2011-11-03","1","MS-17770"
"CA-2011-137911","2011-10-09","1","BP-11095"
"CA-2011-138023","2011-08-15","1","KH-16510"
"CA-2011-138100","2011-09-15","1","AA-10315"
"CA-2011-138177","2011-09-19","1","ND-18460"
"CA-2011-138198","2011-07-18","1","JL-15130"
"CA-2011-138296","2011-12-05","1","RC-19825"
"CA-2011-138317","2011-06-21","1","NW-18400"
"CA-2011-138513","2011-05-23","2","EH-13990"
"CA-2011-138527","2011-09-12","1","BN-11470"
"CA-2011-138681","2011-12-20","2","CT-11995"
"CA-2011-138737","2011-12-07","1","FP-14320"
"CA-2011-139283","2011-11-23","1","BT-11440"
"CA-2011-139633","2011-12-17","1","EC-14050"
"CA-2011-139892","2011-09-08","1","BM-11140"
"CA-2011-140004","2011-03-21","2","CB-12025"
"CA-2011-140165","2011-05-13","4","EH-14005"
"CA-2011-140228","2011-04-28","1","GB-14530"
"CA-2011-140396","2011-11-20","1","KH-16330"
"CA-2011-140403","2011-10-10","4","TN-21040"
"CA-2011-140487","2011-06-14","1","SR-20425"
"CA-2011-140732","2011-11-11","2","MA-17560"
"CA-2011-140858","2011-06-28","2","CA-12775"
"CA-2011-140886","2011-09-30","1","KW-16570"
"CA-2011-141005","2011-08-15","2","CS-12355"
"CA-2011-141110","2011-11-26","1","LS-17200"
"CA-2011-141152","2011-09-16","2","RF-19345"
"CA-2011-141173","2011-11-18","2","JC-16105"
"CA-2011-141278","2011-06-21","2","RM-19375"
"CA-2011-141299","2011-06-03","1","RB-19795"
"CA-2011-141313","2011-12-28","1","AJ-10780"
"CA-2011-141355","2011-09-25","1","BF-11005"
"CA-2011-141607","2011-12-12","1","WB-21850"
"CA-2011-141649","2011-09-30","2","DM-12955"
"CA-2011-141726","2011-07-20","1","CC-12145"
"CA-2011-141901","2011-08-09","2","GM-14500"
"CA-2011-142510","2011-12-22","1","NP-18700"
"CA-2011-142587","2011-10-21","4","TB-21520"
"CA-2011-142727","2011-04-29","1","HG-14845"
"CA-2011-142769","2011-09-13","2","RP-19390"
"CA-2011-142839","2011-08-16","2","TS-21610"
"CA-2011-142979","2011-04-12","3","EH-13765"
"CA-2011-143182","2011-10-15","2","DL-12865"
"CA-2011-143210","2011-12-01","2","AA-10645"
"CA-2011-143371","2011-12-28","1","MD-17350"
"CA-2011-143413","2011-05-24","3","RP-19390"
"CA-2011-143637","2011-03-24","2","MS-17710"
"CA-2011-143903","2011-07-20","2","KM-16375"
"CA-2011-143917","2011-07-25","2","KL-16645"
"CA-2011-144029","2011-05-26","1","MM-18055"
"CA-2011-144071","2011-12-08","1","DJ-13420"
"CA-2011-144281","2011-06-10","1","HK-14890"
"CA-2011-144407","2011-09-09","1","MS-17365"
"CA-2011-144414","2011-06-17","1","GH-14425"
"CA-2011-144666","2011-11-09","4","JP-15520"
"CA-2011-144974","2011-09-26","1","CM-12715"
"CA-2011-145212","2011-09-13","1","DC-12850"
"CA-2011-145317","2011-03-18","1","SM-20320"
"CA-2011-145387","2011-10-31","1","AM-10705"
"CA-2011-145576","2011-09-14","2","CA-12775"
"CA-2011-145800","2011-05-30","1","SS-20410"
"CA-2011-145926","2011-11-17","1","MP-17470"
"CA-2011-146283","2011-09-08","1","KT-16465"
"CA-2011-146500","2011-08-30","1","AT-10735"
"CA-2011-146528","2011-07-25","2","VF-21715"
"CA-2011-146591","2011-01-20","1","TS-21340"
"CA-2011-146640","2011-06-30","1","HA-14905"
"CA-2011-146731","2011-11-03","1","AT-10735"
"CA-2011-146815","2011-09-08","1","PP-18955"
"CA-2011-146843","2011-11-30","1","PB-19150"
"CA-2011-146864","2011-12-22","1","BT-11530"
"CA-2011-146969","2011-09-29","2","AP-10915"
"CA-2011-146990","2011-11-07","1","BP-11095"
"CA-2011-146997","2011-01-24","2","SG-20605"
"CA-2011-147235","2011-03-24","2","CD-11920"
"CA-2011-147298","2011-04-26","3","AG-10300"
"CA-2011-147543","2011-07-06","3","BC-11125"
"CA-2011-147900","2011-09-23","1","JK-15640"
"CA-2011-147914","2011-06-04","1","MP-17470"
"CA-2011-148040","2011-03-22","1","BF-11275"
"CA-2011-148285","2011-10-27","1","RD-19810"
"CA-2011-148369","2011-09-23","2","TH-21115"
"CA-2011-148488","2011-12-10","1","SM-20005"
"CA-2011-148586","2011-03-25","1","AZ-10750"
"CA-2011-148614","2011-01-21","1","MV-17485"
"CA-2011-148761","2011-05-17","1","PA-19060"
"CA-2011-148950","2011-12-14","1","JD-16015"
"CA-2011-149020","2011-01-11","1","AJ-10780"
"CA-2011-149104","2011-04-05","2","RD-19900"
"CA-2011-149244","2011-11-04","2","MS-17530"
"CA-2011-149524","2011-01-15","2","BS-11590"
"CA-2011-149538","2011-04-04","2","KB-16585"
"CA-2011-149594","2011-09-15","1","MF-18250"
"CA-2011-149958","2011-03-15","2","AS-10240"
"CA-2011-150203","2011-12-05","2","JB-15925"
"CA-2011-150245","2011-12-31","1","PC-18745"
"CA-2011-150301","2011-07-08","2","MH-18025"
"CA-2011-150329","2011-10-10","2","SD-20485"
"CA-2011-150518","2011-11-19","1","MW-18220"
"CA-2011-150581","2011-04-08","1","NM-18445"
"CA-2011-150798","2011-12-01","1","JK-15730"
"CA-2011-151001","2011-04-05","1","JG-15805"
"CA-2011-151162","2011-12-05","1","EA-14035"
"CA-2011-151295","2011-11-12","2","JA-15970"
"CA-2011-151330","2011-10-14","4","TC-21295"
"CA-2011-151379","2011-12-16","1","SC-20695"
"CA-2011-151708","2011-08-08","1","MB-17305"
"CA-2011-151897","2011-06-06","1","VT-21700"
"CA-2011-151946","2011-06-04","1","BT-11440"
"CA-2011-151953","2011-09-20","1","DB-13555"
"CA-2011-151967","2011-10-22","1","NB-18580"
"CA-2011-151995","2011-10-13","2","ZC-21910"
"CA-2011-152100","2011-05-11","1","VW-21775"
"CA-2011-152268","2011-09-02","1","SC-20095"
"CA-2011-152345","2011-12-29","1","ST-20530"
"CA-2011-152422","2011-10-05","1","BD-11635"
"CA-2011-152443","2011-05-21","1","FG-14260"
"CA-2011-152618","2011-03-14","1","RB-19465"
"CA-2011-152849","2011-07-05","1","DW-13195"
"CA-2011-152905","2011-02-19","3","AB-10015"
"CA-2011-153087","2011-12-27","1","TC-20980"
"CA-2011-153619","2011-11-03","4","TC-21535"
"CA-2011-153808","2011-04-06","2","FH-14275"
"CA-2011-153850","2011-11-24","1","TH-21100"
"CA-2011-153913","2011-12-16","1","KB-16585"
"CA-2011-153976","2011-10-03","1","BP-11290"
"CA-2011-154095","2011-12-02","2","ON-18715"
"CA-2011-154158","2011-12-23","2","CC-12670"
"CA-2011-154165","2011-02-18","3","DL-13315"
"CA-2011-154186","2011-12-13","1","RA-19285"
"CA-2011-154599","2011-04-12","1","KN-16450"
"CA-2011-154641","2011-08-11","1","KL-16645"
"CA-2011-154837","2011-08-23","1","RB-19645"
"CA-2011-154893","2011-12-21","1","GM-14440"
"CA-2011-154963","2011-06-22","2","AA-10645"
"CA-2011-155271","2011-05-04","2","AA-10480"
"CA-2011-155390","2011-12-06","2","BG-11035"
"CA-2011-155593","2011-11-03","2","RP-19390"
"CA-2011-155796","2011-11-11","1","TS-21430"
"CA-2011-155887","2011-05-12","1","KT-16480"
"CA-2011-156160","2011-09-22","1","AS-10090"
"CA-2011-156244","2011-08-12","2","DH-13675"
"CA-2011-156314","2011-12-24","2","RP-19390"
"CA-2011-156342","2011-06-17","2","JF-15415"
"CA-2011-156349","2011-05-26","2","ML-17395"
"CA-2011-156545","2011-02-28","1","JS-16030"
"CA-2011-156587","2011-03-07","2","AB-10015"
"CA-2011-156594","2011-12-20","2","MC-17845"
"CA-2011-156601","2011-09-19","1","FA-14230"
"CA-2011-156790","2011-08-08","1","VG-21790"
"CA-2011-156993","2011-06-28","1","RW-19630"
"CA-2011-157147","2011-01-14","2","BD-11605"
"CA-2011-157623","2011-03-14","2","DK-13225"
"CA-2011-157644","2011-12-31","2","AH-10030"
"CA-2011-157721","2011-09-02","2","JM-16195"
"CA-2011-157784","2011-07-05","2","MC-17845"
"CA-2011-157882","2011-10-03","1","AR-10405"
"CA-2011-157924","2011-10-11","2","HA-14920"
"CA-2011-158029","2011-05-26","1","HF-14995"
"CA-2011-158064","2011-04-21","1","AA-10375"
"CA-2011-158337","2011-03-11","2","KA-16525"
"CA-2011-158372","2011-11-10","3","RD-19900"
"CA-2011-158442","2011-03-17","2","AZ-10750"
"CA-2011-158470","2011-04-19","1","AG-10390"
"CA-2011-158540","2011-11-24","4","VG-21790"
"CA-2011-158771","2011-05-09","1","SB-20290"
"CA-2011-159184","2011-09-14","1","JC-15775"
"CA-2011-159310","2011-11-07","1","SC-20725"
"CA-2011-159338","2011-06-25","1","NS-18640"
"CA-2011-159478","2011-09-30","1","MH-17785"
"CA-2011-159520","2011-06-06","1","GT-14635"
"CA-2011-159709","2011-05-10","1","AI-10855"
"CA-2011-159814","2011-06-24","1","LP-17080"
"CA-2011-159835","2011-11-17","1","RB-19330"
"CA-2011-160066","2011-11-16","1","AH-10075"
"CA-2011-160094","2011-04-30","4","JM-16195"
"CA-2011-160157","2011-12-20","1","MH-17455"
"CA-2011-160262","2011-06-09","2","TS-21205"
"CA-2011-160276","2011-04-02","1","AH-10690"
"CA-2011-160738","2011-05-05","1","KH-16330"
"CA-2011-160766","2011-09-14","2","DM-13015"
"CA-2011-160773","2011-07-01","2","LW-16825"
"CA-2011-161032","2011-11-18","1","MK-17905"
"CA-2011-161508","2011-07-12","1","PV-18985"
"CA-2011-161634","2011-11-14","1","CC-12220"
"CA-2011-162089","2011-03-30","4","MP-17470"
"CA-2011-162278","2011-10-26","1","AH-10585"
"CA-2011-162362","2011-11-14","1","JL-15505"
"CA-2011-162775","2011-01-14","4","CS-12250"
"CA-2011-162866","2011-12-27","1","Co-12640"
"CA-2011-162992","2011-12-19","1","BP-11095"
"CA-2011-163013","2011-11-28","1","BF-11080"
"CA-2011-163034","2011-11-24","2","DK-12985"
"CA-2011-163412","2011-12-20","1","SM-20950"
"CA-2011-163419","2011-11-11","1","TZ-21580"
"CA-2011-163447","2011-12-27","2","TB-21190"
"CA-2011-163468","2011-11-18","1","JK-15730"
"CA-2011-163552","2011-07-11","1","LA-16780"
"CA-2011-163559","2011-09-23","1","ST-20530"
"CA-2011-163650","2011-09-23","1","TT-21220"
"CA-2011-163748","2011-10-14","2","HG-15025"
"CA-2011-163867","2011-06-03","2","RE-19450"
"CA-2011-164182","2011-07-14","1","ST-20530"
"CA-2011-164210","2011-11-18","2","PW-19240"
"CA-2011-164224","2011-05-18","4","TT-21070"
"CA-2011-164315","2011-04-02","1","RD-19585"
"CA-2011-164721","2011-11-25","2","LW-16825"
"CA-2011-164742","2011-10-13","1","ML-17395"
"CA-2011-164749","2011-03-23","1","BG-11740"
"CA-2011-164903","2011-02-21","2","SR-20740"
"CA-2011-164910","2011-11-12","1","DM-13345"
"CA-2011-164973","2011-11-04","2","NM-18445"
"CA-2011-165309","2011-11-11","1","KD-16270"
"CA-2011-165379","2011-07-09","1","BM-11650"
"CA-2011-165393","2011-12-27","4","NC-18415"
"CA-2011-165428","2011-09-01","2","JL-15130"
"CA-2011-165477","2011-12-29","2","RE-19405"
"CA-2011-165764","2011-11-03","1","SH-20395"
"CA-2011-165806","2011-04-07","1","VM-21685"
"CA-2011-165974","2011-06-29","1","DL-12865"
"CA-2011-166086","2011-05-07","2","CT-11995"
"CA-2011-166191","2011-12-05","2","DK-13150"
"CA-2011-166590","2011-10-29","2","NC-18625"
"CA-2011-166716","2011-08-20","1","CR-12730"
"CA-2011-166730","2011-12-30","1","DD-13570"
"CA-2011-166744","2011-09-20","1","DN-13690"
"CA-2011-166863","2011-06-20","2","SC-20020"
"CA-2011-166884","2011-03-11","1","CK-12205"
"CA-2011-166891","2011-10-04","4","CC-12220"
"CA-2011-166954","2011-04-25","2","BT-11305"
"CA-2011-166961","2011-12-27","1","CD-12790"
"CA-2011-166989","2011-11-14","2","RM-19675"
"CA-2011-167199","2011-01-07","2","ME-17320"
"CA-2011-167486","2011-11-27","1","JO-15145"
"CA-2011-167724","2011-04-13","1","BF-11170"
"CA-2011-167927","2011-01-21","1","XP-21865"
"CA-2011-167997","2011-01-27","2","CA-11965"
"CA-2011-168130","2011-09-19","2","BS-11365"
"CA-2011-168158","2011-07-19","1","EM-14140"
"CA-2011-168305","2011-11-01","1","PL-18925"
"CA-2011-168312","2011-03-01","1","GW-14605"
"CA-2011-168368","2011-02-12","1","GA-14725"
"CA-2011-168473","2011-12-26","1","TB-21520"
"CA-2011-168494","2011-12-12","2","NP-18700"
"CA-2011-169019","2011-07-26","1","LF-17185"
"CA-2011-169033","2011-03-30","1","KM-16720"
"CA-2011-169257","2011-06-06","1","SV-20785"
"CA-2011-169446","2011-12-19","1","SG-20605"
"CA-2011-169460","2011-04-19","1","NF-18595"
"CA-2011-169642","2011-07-27","1","BB-10990"
"CA-2011-169649","2011-12-09","1","TS-21205"
"CA-2011-169684","2011-10-20","2","FH-14365"
"CA-2011-169775","2011-08-29","1","RA-19945"
"CA-2011-169803","2011-04-06","1","SC-20260"
"CA-2011-1800","2011-03-01","2","TP-11415"
"CA-2011-320","2011-10-30","2","JK-6090"
"CA-2011-370","2011-04-21","1","EH-3945"
"CA-2011-4370","2011-09-23","1","DW-3540"
"CA-2011-460","2011-12-13","2","MH-7440"
"CA-2011-5840","2011-05-03","1","CC-2475"
"CA-2011-6800","2011-05-20","2","LS-7245"
"CA-2011-6880","2011-06-27","4","NB-8580"
"CA-2011-760","2011-07-09","1","KH-6690"
"CA-2011-770","2011-07-28","1","PO-9180"
"CA-2011-8190","2011-09-26","1","DP-3000"
"CA-2011-8330","2011-06-22","1","ML-7755"
"CA-2011-8490","2011-02-24","3","TB-11280"
"CA-2011-9390","2011-04-14","3","GZ-4470"
"CA-2011-9510","2011-03-29","4","RD-9660"
"CA-2012-100146","2012-05-14","1","CB-12535"
"CA-2012-100216","2012-04-13","1","HJ-14875"
"CA-2012-100251","2012-05-17","1","DV-13465"
"CA-2012-100454","2012-11-20","1","BM-11650"
"CA-2012-100573","2012-09-25","3","AM-10705"
"CA-2012-100657","2012-11-02","1","SW-20245"
"CA-2012-100818","2012-05-31","1","JM-15265"
"CA-2012-100888","2012-04-06","1","MH-17455"
"CA-2012-101868","2012-06-09","1","MJ-17740"
"CA-2012-101889","2012-12-27","1","DB-13120"
"CA-2012-101910","2012-11-27","3","CD-11920"
"CA-2012-101924","2012-09-04","1","KB-16585"
"CA-2012-102015","2012-09-12","1","TM-21010"
"CA-2012-102260","2012-09-22","1","SJ-20125"
"CA-2012-102281","2012-10-12","4","MP-17470"
"CA-2012-102316","2012-02-29","2","DH-13075"
"CA-2012-102582","2012-09-15","1","NW-18400"
"CA-2012-102778","2012-11-21","4","JH-15820"
"CA-2012-102848","2012-11-07","4","KB-16240"
"CA-2012-103072","2012-09-27","1","HW-14935"
"CA-2012-103093","2012-02-03","2","FO-14305"
"CA-2012-103135","2012-07-24","2","SS-20515"
"CA-2012-103177","2012-05-30","2","EN-13780"
"CA-2012-103793","2012-03-26","1","BV-11245"
"CA-2012-103835","2012-09-24","1","SC-20440"
"CA-2012-103870","2012-12-27","1","SP-20860"
"CA-2012-103954","2012-08-09","1","HR-14770"
"CA-2012-104129","2012-02-27","2","ES-14080"
"CA-2012-104241","2012-01-04","2","AG-10495"
"CA-2012-104297","2012-05-29","4","CC-12100"
"CA-2012-104346","2012-12-11","1","IM-15070"
"CA-2012-104514","2012-01-02","4","CB-12535"
"CA-2012-104626","2012-09-01","1","DR-12940"
"CA-2012-104871","2012-03-30","2","DR-12940"
"CA-2012-104941","2012-06-13","1","DH-13075"
"CA-2012-104948","2012-11-13","1","KH-16510"
"CA-2012-105102","2012-09-15","1","BM-11575"
"CA-2012-105158","2012-09-05","1","SP-20860"
"CA-2012-105347","2012-11-24","1","DP-13000"
"CA-2012-105361","2012-03-29","1","CM-12115"
"CA-2012-105508","2012-09-24","1","JF-15190"
"CA-2012-105571","2012-11-07","1","CP-12340"
"CA-2012-105599","2012-09-07","1","MC-17275"
"CA-2012-105613","2012-10-18","1","KN-16705"
"CA-2012-105627","2012-03-08","2","DK-12895"
"CA-2012-105634","2012-11-08","1","HA-14905"
"CA-2012-105690","2012-11-21","1","CA-11965"
"CA-2012-105725","2012-02-18","1","GT-14755"
"CA-2012-106187","2012-06-23","1","RF-19345"
"CA-2012-106208","2012-12-10","2","JW-16075"
"CA-2012-106257","2012-04-13","1","EB-14110"
"CA-2012-106320","2012-09-25","1","EB-13870"
"CA-2012-106565","2012-03-20","1","BW-11110"
"CA-2012-106978","2012-09-28","1","ZC-21910"
"CA-2012-107083","2012-11-21","1","BB-11545"
"CA-2012-107468","2012-12-18","2","MK-17905"
"CA-2012-107678","2012-04-21","1","JK-16090"
"CA-2012-107685","2012-11-30","2","JM-15865"
"CA-2012-107902","2012-08-28","1","SM-20950"
"CA-2012-107937","2012-05-03","1","JB-16045"
"CA-2012-108119","2012-11-01","3","MS-17530"
"CA-2012-108259","2012-11-08","3","NS-18640"
"CA-2012-108588","2012-01-05","1","BG-11695"
"CA-2012-108665","2012-07-06","2","KM-16225"
"CA-2012-108672","2012-09-10","1","FA-14230"
"CA-2012-109169","2012-04-20","1","OT-18730"
"CA-2012-109190","2012-10-23","1","CC-12685"
"CA-2012-109197","2012-12-31","1","JO-15280"
"CA-2012-109337","2012-11-21","4","DL-13330"
"CA-2012-109386","2012-11-08","1","RH-19600"
"CA-2012-109470","2012-12-31","2","KC-16255"
"CA-2012-109512","2012-03-05","4","LF-17185"
"CA-2012-109575","2012-09-18","2","KH-16630"
"CA-2012-109603","2012-01-26","1","EM-13825"
"CA-2012-109862","2012-10-25","1","HK-14890"
"CA-2012-110016","2012-11-29","2","BT-11395"
"CA-2012-110324","2012-12-01","2","MA-17560"
"CA-2012-110457","2012-03-02","2","DK-13090"
"CA-2012-110632","2012-03-17","1","HR-14830"
"CA-2012-110667","2012-04-04","1","NF-18595"
"CA-2012-110814","2012-12-05","1","BD-11635"
"CA-2012-110863","2012-11-17","1","AA-10645"
"CA-2012-110870","2012-12-12","2","KD-16270"
"CA-2012-110877","2012-10-23","4","JE-15715"
"CA-2012-110891","2012-11-20","2","PO-19195"
"CA-2012-110947","2012-06-09","3","AG-10765"
"CA-2012-111038","2012-12-01","1","LC-16960"
"CA-2012-111073","2012-12-26","1","MC-18100"
"CA-2012-111094","2012-07-09","1","CB-12535"
"CA-2012-111164","2012-04-11","1","SE-20110"
"CA-2012-111199","2012-11-13","2","JK-15730"
"CA-2012-111234","2012-02-18","1","AB-10600"
"CA-2012-111297","2012-08-17","2","SC-20440"
"CA-2012-111325","2012-02-27","4","BT-11395"
"CA-2012-111339","2012-05-29","1","VP-21760"
"CA-2012-111507","2012-02-06","3","VW-21775"
"CA-2012-111514","2012-08-31","2","SC-20260"
"CA-2012-111612","2012-11-28","1","EB-14110"
"CA-2012-111703","2012-07-02","1","KB-16315"
"CA-2012-111948","2012-11-11","4","AG-10495"
"CA-2012-111990","2012-11-08","1","DB-13660"
"CA-2012-112116","2012-03-16","1","JE-15475"
"CA-2012-112130","2012-05-03","2","SV-20785"
"CA-2012-112144","2012-06-28","1","CY-12745"
"CA-2012-112214","2012-08-05","1","AH-10690"
"CA-2012-112305","2012-11-20","2","KB-16405"
"CA-2012-112319","2012-08-31","2","AR-10510"
"CA-2012-112375","2012-12-21","1","RD-19720"
"CA-2012-112452","2012-04-04","4","NC-18340"
"CA-2012-112522","2012-10-10","3","DP-13165"
"CA-2012-112557","2012-04-25","1","JL-15850"
"CA-2012-112571","2012-09-22","2","DL-12925"
"CA-2012-112767","2012-08-02","2","DK-12985"
"CA-2012-113040","2012-08-27","2","CC-12100"
"CA-2012-113131","2012-09-24","2","MB-17305"
"CA-2012-113145","2012-11-01","1","VD-21670"
"CA-2012-113152","2012-12-25","2","JK-15625"
"CA-2012-113173","2012-11-15","1","DK-13225"
"CA-2012-113215","2012-09-03","1","CP-12085"
"CA-2012-113222","2012-11-09","2","AG-10765"
"CA-2012-113404","2012-07-16","4","EM-13810"
"CA-2012-113628","2012-11-12","1","AH-10690"
"CA-2012-113740","2012-08-24","1","SC-20380"
"CA-2012-113901","2012-10-19","1","NH-18610"
"CA-2012-113971","2012-05-08","1","CB-12535"
"CA-2012-114048","2012-12-14","1","EH-13945"
"CA-2012-114069","2012-07-13","4","ND-18370"
"CA-2012-114237","2012-03-13","4","MC-17275"
"CA-2012-114300","2012-10-13","1","AF-10885"
"CA-2012-114468","2012-08-23","2","TD-20995"
"CA-2012-114503","2012-11-13","2","AA-10375"
"CA-2012-114811","2012-11-08","1","KD-16495"
"CA-2012-115392","2012-10-01","1","RM-19675"
"CA-2012-115420","2012-04-25","3","LS-16945"
"CA-2012-115511","2012-11-21","2","NW-18400"
"CA-2012-115567","2012-09-13","1","ZC-21910"
"CA-2012-115693","2012-12-10","1","FC-14245"
"CA-2012-115742","2012-04-18","1","DP-13000"
"CA-2012-115798","2012-11-13","1","KL-16645"
"CA-2012-115847","2012-09-19","1","TC-21535"
"CA-2012-115924","2012-09-14","1","BE-11455"
"CA-2012-115938","2012-06-26","2","SA-20830"
"CA-2012-115945","2012-06-25","1","AB-10165"
"CA-2012-116092","2012-02-15","1","JM-16195"
"CA-2012-116484","2012-11-20","1","JK-15205"
"CA-2012-116512","2012-04-09","1","MC-18100"
"CA-2012-116638","2012-01-28","4","JH-15985"
"CA-2012-116687","2012-05-02","1","NC-18625"
"CA-2012-116750","2012-07-05","1","BF-10975"
"CA-2012-117086","2012-11-08","1","QJ-19255"
"CA-2012-117415","2012-12-27","1","SN-20710"
"CA-2012-117800","2012-09-21","1","TH-21550"
"CA-2012-117898","2012-12-05","3","TB-21250"
"CA-2012-117961","2012-11-26","2","GP-14740"
"CA-2012-118227","2012-04-24","2","DB-13270"
"CA-2012-118423","2012-03-24","2","DP-13390"
"CA-2012-118444","2012-11-05","2","VD-21670"
"CA-2012-118738","2012-10-24","3","AG-10495"
"CA-2012-118843","2012-09-13","1","JH-15910"
"CA-2012-118871","2012-12-04","1","HM-14860"
"CA-2012-118955","2012-06-16","1","LS-17230"
"CA-2012-119214","2012-01-23","1","CW-11905"
"CA-2012-119291","2012-05-14","1","JO-15550"
"CA-2012-119480","2012-01-09","1","CC-12685"
"CA-2012-119508","2012-12-04","1","TZ-21580"
"CA-2012-119550","2012-12-26","1","RB-19705"
"CA-2012-119592","2012-12-14","2","MM-18280"
"CA-2012-119634","2012-08-11","1","BW-11065"
"CA-2012-119690","2012-06-25","2","MV-17485"
"CA-2012-119879","2012-11-21","1","SS-20410"
"CA-2012-120103","2012-12-24","1","MS-17365"
"CA-2012-120362","2012-09-14","1","CA-12265"
"CA-2012-120397","2012-07-02","2","RB-19435"
"CA-2012-120439","2012-06-14","2","AD-10180"
"CA-2012-120516","2012-08-13","1","CK-12595"
"CA-2012-120621","2012-03-21","1","JW-16075"
"CA-2012-120677","2012-05-31","1","BD-11320"
"CA-2012-120782","2012-04-28","1","SD-20485"
"CA-2012-120810","2012-07-23","1","TH-21550"
"CA-2012-120845","2012-09-25","3","ML-17395"
"CA-2012-120901","2012-12-31","2","BG-11035"
"CA-2012-120915","2012-09-28","1","JJ-15445"
"CA-2012-121041","2012-11-03","1","CS-12250"
